qid,absid
http://www.wikidata.org/entity/Q97987161,99869
http://www.wikidata.org/entity/Q97987032,99880
http://www.wikidata.org/entity/Q97987109,99921
http://www.wikidata.org/entity/Q97987485,100012
http://www.wikidata.org/entity/Q97984557,100055
http://www.wikidata.org/entity/Q2839107,100108
http://www.wikidata.org/entity/Q97986123,100177
http://www.wikidata.org/entity/Q97987175,100200
http://www.wikidata.org/entity/Q97987730,100254
http://www.wikidata.org/entity/Q97984324,100288
http://www.wikidata.org/entity/Q97985287,100336
http://www.wikidata.org/entity/Q97984986,100420
http://www.wikidata.org/entity/Q97984701,100502
http://www.wikidata.org/entity/Q97985178,100523
http://www.wikidata.org/entity/Q97988593,100531
http://www.wikidata.org/entity/Q97986872,100561
http://www.wikidata.org/entity/Q97984963,100624
http://www.wikidata.org/entity/Q97988239,100700
http://www.wikidata.org/entity/Q97987488,100775
http://www.wikidata.org/entity/Q97984520,100839
http://www.wikidata.org/entity/Q97983826,100896
http://www.wikidata.org/entity/Q97987893,101032
http://www.wikidata.org/entity/Q97984405,101075
http://www.wikidata.org/entity/Q97984805,101218
http://www.wikidata.org/entity/Q97985965,101315
http://www.wikidata.org/entity/Q97986643,101409
http://www.wikidata.org/entity/Q97985258,101429
http://www.wikidata.org/entity/Q97987877,101452
http://www.wikidata.org/entity/Q97987605,101454
http://www.wikidata.org/entity/Q97984310,101586
http://www.wikidata.org/entity/Q97986098,101644
http://www.wikidata.org/entity/Q97987245,112952
http://www.wikidata.org/entity/Q97983423,134243
http://www.wikidata.org/entity/Q97984525,135086
http://www.wikidata.org/entity/Q97984802,135656
http://www.wikidata.org/entity/Q97983329,152158
http://www.wikidata.org/entity/Q97987237,152168
http://www.wikidata.org/entity/Q97984395,152206
http://www.wikidata.org/entity/Q97983552,152940
http://www.wikidata.org/entity/Q97987830,152984
http://www.wikidata.org/entity/Q97986203,182688
http://www.wikidata.org/entity/Q97986987,182699
http://www.wikidata.org/entity/Q97984920,99166
http://www.wikidata.org/entity/Q97987125,99176
http://www.wikidata.org/entity/Q97986440,99348
http://www.wikidata.org/entity/Q97985874,99461
http://www.wikidata.org/entity/Q97986640,99649
http://www.wikidata.org/entity/Q97984400,99704
http://www.wikidata.org/entity/Q97986266,99721
http://www.wikidata.org/entity/Q97983388,99742
http://www.wikidata.org/entity/Q97986481,99818
http://www.wikidata.org/entity/Q97985992,100097
http://www.wikidata.org/entity/Q97985544,100115
http://www.wikidata.org/entity/Q97983877,100155
http://www.wikidata.org/entity/Q97986427,100265
http://www.wikidata.org/entity/Q97986702,100275
http://www.wikidata.org/entity/Q97987154,100280
http://www.wikidata.org/entity/Q97988105,100298
http://www.wikidata.org/entity/Q97986369,100330
http://www.wikidata.org/entity/Q84727930,100443
http://www.wikidata.org/entity/Q97983559,100505
http://www.wikidata.org/entity/Q97984515,100541
http://www.wikidata.org/entity/Q97987570,100580
http://www.wikidata.org/entity/Q97985176,100586
http://www.wikidata.org/entity/Q97986302,100646
http://www.wikidata.org/entity/Q97986351,100718
http://www.wikidata.org/entity/Q97985950,100822
http://www.wikidata.org/entity/Q97985267,100933
http://www.wikidata.org/entity/Q97987969,100976
http://www.wikidata.org/entity/Q97987975,101045
http://www.wikidata.org/entity/Q97987895,101108
http://www.wikidata.org/entity/Q97987029,101155
http://www.wikidata.org/entity/Q97987789,101170
http://www.wikidata.org/entity/Q97988465,101206
http://www.wikidata.org/entity/Q97988155,101385
http://www.wikidata.org/entity/Q97984642,101447
http://www.wikidata.org/entity/Q97988197,101507
http://www.wikidata.org/entity/Q97985755,101634
http://www.wikidata.org/entity/Q97985402,101647
http://www.wikidata.org/entity/Q97984649,101766
http://www.wikidata.org/entity/Q97986144,101780
http://www.wikidata.org/entity/Q97988272,101817
http://www.wikidata.org/entity/Q97986564,112594
http://www.wikidata.org/entity/Q97986555,136287
http://www.wikidata.org/entity/Q97984438,152985
http://www.wikidata.org/entity/Q97983272,182654
http://www.wikidata.org/entity/Q97984326,99173
http://www.wikidata.org/entity/Q97983703,99571
http://www.wikidata.org/entity/Q97984576,99661
http://www.wikidata.org/entity/Q97986334,99698
http://www.wikidata.org/entity/Q97984467,100151
http://www.wikidata.org/entity/Q97985743,100252
http://www.wikidata.org/entity/Q97987151,100410
http://www.wikidata.org/entity/Q97988605,100494
http://www.wikidata.org/entity/Q97986906,100545
http://www.wikidata.org/entity/Q97985854,100677
http://www.wikidata.org/entity/Q97985057,100795
http://www.wikidata.org/entity/Q97984503,100993
http://www.wikidata.org/entity/Q97987918,101125
http://www.wikidata.org/entity/Q97987896,101212
http://www.wikidata.org/entity/Q97985804,101294
http://www.wikidata.org/entity/Q97986004,101391
http://www.wikidata.org/entity/Q97987808,101525
http://www.wikidata.org/entity/Q97983443,136737
http://www.wikidata.org/entity/Q97983671,99127
http://www.wikidata.org/entity/Q97983573,99206
http://www.wikidata.org/entity/Q97984195,99210
http://www.wikidata.org/entity/Q97983777,99255
http://www.wikidata.org/entity/Q97984827,99281
http://www.wikidata.org/entity/Q97983429,99327
http://www.wikidata.org/entity/Q97985622,99424
http://www.wikidata.org/entity/Q97986686,99438
http://www.wikidata.org/entity/Q97984220,99588
http://www.wikidata.org/entity/Q97985340,99611
http://www.wikidata.org/entity/Q97983480,99680
http://www.wikidata.org/entity/Q97988568,99905
http://www.wikidata.org/entity/Q97986445,99978
http://www.wikidata.org/entity/Q97984540,100025
http://www.wikidata.org/entity/Q97986034,100099
http://www.wikidata.org/entity/Q97983387,100203
http://www.wikidata.org/entity/Q97984362,100500
http://www.wikidata.org/entity/Q97983997,100538
http://www.wikidata.org/entity/Q97985430,100573
http://www.wikidata.org/entity/Q97987434,100832
http://www.wikidata.org/entity/Q97985394,100863
http://www.wikidata.org/entity/Q97987660,100995
http://www.wikidata.org/entity/Q97986763,101048
http://www.wikidata.org/entity/Q84727687,101168
http://www.wikidata.org/entity/Q97987587,101226
http://www.wikidata.org/entity/Q84727811,101236
http://www.wikidata.org/entity/Q97987955,101266
http://www.wikidata.org/entity/Q97983323,101290
http://www.wikidata.org/entity/Q97985945,101384
http://www.wikidata.org/entity/Q97985253,101529
http://www.wikidata.org/entity/Q97985880,101744
http://www.wikidata.org/entity/Q97987719,120184
http://www.wikidata.org/entity/Q97983479,121857
http://www.wikidata.org/entity/Q97984358,152961
http://www.wikidata.org/entity/Q97983206,182651
http://www.wikidata.org/entity/Q97987333,99666
http://www.wikidata.org/entity/Q97987052,99689
http://www.wikidata.org/entity/Q97984914,99796
http://www.wikidata.org/entity/Q97983849,100017
http://www.wikidata.org/entity/Q97984280,100141
http://www.wikidata.org/entity/Q97984335,100146
http://www.wikidata.org/entity/Q97986377,100301
http://www.wikidata.org/entity/Q97985243,100332
http://www.wikidata.org/entity/Q97987722,100364
http://www.wikidata.org/entity/Q97984133,100406
http://www.wikidata.org/entity/Q97985150,100515
http://www.wikidata.org/entity/Q97984952,100612
http://www.wikidata.org/entity/Q83448360,100692
http://www.wikidata.org/entity/Q97983664,100752
http://www.wikidata.org/entity/Q97986124,100883
http://www.wikidata.org/entity/Q97984537,100921
http://www.wikidata.org/entity/Q97987874,101051
http://www.wikidata.org/entity/Q97988108,101097
http://www.wikidata.org/entity/Q97984407,101117
http://www.wikidata.org/entity/Q97985732,101194
http://www.wikidata.org/entity/Q97983742,101316
http://www.wikidata.org/entity/Q97986922,101484
http://www.wikidata.org/entity/Q97986205,101516
http://www.wikidata.org/entity/Q97984448,101553
http://www.wikidata.org/entity/Q97987447,101716
http://www.wikidata.org/entity/Q97983222,101797
http://www.wikidata.org/entity/Q97986390,107617
http://www.wikidata.org/entity/Q97986044,112083
http://www.wikidata.org/entity/Q97984587,152226
http://www.wikidata.org/entity/Q97987204,182702
http://www.wikidata.org/entity/Q97987343,99323
http://www.wikidata.org/entity/Q97986132,99326
http://www.wikidata.org/entity/Q97983618,99358
http://www.wikidata.org/entity/Q97985906,99399
http://www.wikidata.org/entity/Q97985761,99493
http://www.wikidata.org/entity/Q97985604,99530
http://www.wikidata.org/entity/Q97986794,99717
http://www.wikidata.org/entity/Q97986249,99940
http://www.wikidata.org/entity/Q97984919,100148
http://www.wikidata.org/entity/Q97987378,100195
http://www.wikidata.org/entity/Q97987380,100434
http://www.wikidata.org/entity/Q97984135,100508
http://www.wikidata.org/entity/Q97988014,100631
http://www.wikidata.org/entity/Q97986291,100645
http://www.wikidata.org/entity/Q97986355,100762
http://www.wikidata.org/entity/Q97984566,100902
http://www.wikidata.org/entity/Q97987949,101158
http://www.wikidata.org/entity/Q97983720,101246
http://www.wikidata.org/entity/Q97985680,101544
http://www.wikidata.org/entity/Q97983947,101569
http://www.wikidata.org/entity/Q97988379,107410
http://www.wikidata.org/entity/Q97985774,107613
http://www.wikidata.org/entity/Q97986225,118696
http://www.wikidata.org/entity/Q97986973,118891
http://www.wikidata.org/entity/Q97986874,140143
http://www.wikidata.org/entity/Q97983438,99487
http://www.wikidata.org/entity/Q97987621,99584
http://www.wikidata.org/entity/Q97987048,99630
http://www.wikidata.org/entity/Q97984705,99660
http://www.wikidata.org/entity/Q97986708,99691
http://www.wikidata.org/entity/Q84727662,99715
http://www.wikidata.org/entity/Q97988407,99740
http://www.wikidata.org/entity/Q97983660,99761
http://www.wikidata.org/entity/Q97984285,99777
http://www.wikidata.org/entity/Q97983405,99813
http://www.wikidata.org/entity/Q97984581,99829
http://www.wikidata.org/entity/Q97985333,100078
http://www.wikidata.org/entity/Q97986939,100111
http://www.wikidata.org/entity/Q97988638,100242
http://www.wikidata.org/entity/Q97983401,100379
http://www.wikidata.org/entity/Q97984001,100429
http://www.wikidata.org/entity/Q97986894,100546
http://www.wikidata.org/entity/Q97985167,100562
http://www.wikidata.org/entity/Q97985698,100585
http://www.wikidata.org/entity/Q97983327,100771
http://www.wikidata.org/entity/Q97983828,100856
http://www.wikidata.org/entity/Q97986202,100864
http://www.wikidata.org/entity/Q97986304,101057
http://www.wikidata.org/entity/Q97987965,101105
http://www.wikidata.org/entity/Q97986841,101113
http://www.wikidata.org/entity/Q97983945,101167
http://www.wikidata.org/entity/Q97987977,101216
http://www.wikidata.org/entity/Q97986865,101219
http://www.wikidata.org/entity/Q97987910,101257
http://www.wikidata.org/entity/Q97983764,101263
http://www.wikidata.org/entity/Q97983738,101270
http://www.wikidata.org/entity/Q97988175,101305
http://www.wikidata.org/entity/Q97983747,101317
http://www.wikidata.org/entity/Q97987291,101326
http://www.wikidata.org/entity/Q97988539,101329
http://www.wikidata.org/entity/Q97988547,101346
http://www.wikidata.org/entity/Q97988214,101446
http://www.wikidata.org/entity/Q97983301,101535
http://www.wikidata.org/entity/Q97984476,101596
http://www.wikidata.org/entity/Q97987594,101709
http://www.wikidata.org/entity/Q97987459,101712
http://www.wikidata.org/entity/Q97987775,101714
http://www.wikidata.org/entity/Q97985598,110963
http://www.wikidata.org/entity/Q97983257,113488
http://www.wikidata.org/entity/Q97985892,131968
http://www.wikidata.org/entity/Q97988522,99638
http://www.wikidata.org/entity/Q97983562,99642
http://www.wikidata.org/entity/Q97986108,99652
http://www.wikidata.org/entity/Q97987425,99655
http://www.wikidata.org/entity/Q97983254,99683
http://www.wikidata.org/entity/Q97983969,99718
http://www.wikidata.org/entity/Q97983631,99741
http://www.wikidata.org/entity/Q97987729,99787
http://www.wikidata.org/entity/Q97984650,99874
http://www.wikidata.org/entity/Q97986959,99955
http://www.wikidata.org/entity/Q97987168,100070
http://www.wikidata.org/entity/Q97988403,100286
http://www.wikidata.org/entity/Q97987186,100344
http://www.wikidata.org/entity/Q97986085,100619
http://www.wikidata.org/entity/Q97985074,100821
http://www.wikidata.org/entity/Q97988351,101178
http://www.wikidata.org/entity/Q97985846,101223
http://www.wikidata.org/entity/Q97986538,101247
http://www.wikidata.org/entity/Q97985360,101299
http://www.wikidata.org/entity/Q97986576,101417
http://www.wikidata.org/entity/Q97985224,101443
http://www.wikidata.org/entity/Q97986823,101532
http://www.wikidata.org/entity/Q97985436,101748
http://www.wikidata.org/entity/Q97987835,101814
http://www.wikidata.org/entity/Q97986942,110173
http://www.wikidata.org/entity/Q97986532,129273
http://www.wikidata.org/entity/Q97987680,135729
http://www.wikidata.org/entity/Q97986150,99198
http://www.wikidata.org/entity/Q97987248,99217
http://www.wikidata.org/entity/Q97983730,99246
http://www.wikidata.org/entity/Q97987535,99296
http://www.wikidata.org/entity/Q97985542,99338
http://www.wikidata.org/entity/Q97983286,99350
http://www.wikidata.org/entity/Q97984889,99518
http://www.wikidata.org/entity/Q97984472,99577
http://www.wikidata.org/entity/Q97984637,99601
http://www.wikidata.org/entity/Q97984728,99610
http://www.wikidata.org/entity/Q97985511,99631
http://www.wikidata.org/entity/Q97987530,99636
http://www.wikidata.org/entity/Q84710758,99759
http://www.wikidata.org/entity/Q97988460,100013
http://www.wikidata.org/entity/Q97987875,100062
http://www.wikidata.org/entity/Q97987043,100088
http://www.wikidata.org/entity/Q97984418,100094
http://www.wikidata.org/entity/Q97983268,100234
http://www.wikidata.org/entity/Q97987725,100261
http://www.wikidata.org/entity/Q97987295,100371
http://www.wikidata.org/entity/Q97986255,100385
http://www.wikidata.org/entity/Q97987501,100445
http://www.wikidata.org/entity/Q97984381,100593
http://www.wikidata.org/entity/Q97984946,100628
http://www.wikidata.org/entity/Q97984895,100715
http://www.wikidata.org/entity/Q97985836,100769
http://www.wikidata.org/entity/Q97984785,100780
http://www.wikidata.org/entity/Q97988203,100808
http://www.wikidata.org/entity/Q97983657,100879
http://www.wikidata.org/entity/Q97986857,100937
http://www.wikidata.org/entity/Q97986068,101123
http://www.wikidata.org/entity/Q97987104,101139
http://www.wikidata.org/entity/Q97987922,101203
http://www.wikidata.org/entity/Q97985304,101307
http://www.wikidata.org/entity/Q97984674,101421
http://www.wikidata.org/entity/Q97984824,101455
http://www.wikidata.org/entity/Q97985137,110883
http://www.wikidata.org/entity/Q97985390,112254
http://www.wikidata.org/entity/Q97987515,112581
http://www.wikidata.org/entity/Q97985008,112585
http://www.wikidata.org/entity/Q97986534,182694
http://www.wikidata.org/entity/Q84711635,99052
http://www.wikidata.org/entity/Q97984375,99053
http://www.wikidata.org/entity/Q97985232,99101
http://www.wikidata.org/entity/Q97987778,99330
http://www.wikidata.org/entity/Q97984227,99404
http://www.wikidata.org/entity/Q97986833,99620
http://www.wikidata.org/entity/Q97986638,99673
http://www.wikidata.org/entity/Q97987423,99726
http://www.wikidata.org/entity/Q97985497,99753
http://www.wikidata.org/entity/Q97986632,99908
http://www.wikidata.org/entity/Q97986590,99976
http://www.wikidata.org/entity/Q97983666,99996
http://www.wikidata.org/entity/Q97988030,100118
http://www.wikidata.org/entity/Q97987486,100246
http://www.wikidata.org/entity/Q97986159,100281
http://www.wikidata.org/entity/Q97988488,100480
http://www.wikidata.org/entity/Q97983961,100564
http://www.wikidata.org/entity/Q97983878,100671
http://www.wikidata.org/entity/Q97986404,100732
http://www.wikidata.org/entity/Q97984761,100931
http://www.wikidata.org/entity/Q97988177,101200
http://www.wikidata.org/entity/Q97983754,101283
http://www.wikidata.org/entity/Q97983644,101618
http://www.wikidata.org/entity/Q97988220,101693
http://www.wikidata.org/entity/Q97984533,101736
http://www.wikidata.org/entity/Q97986601,112584
http://www.wikidata.org/entity/Q97984109,112588
http://www.wikidata.org/entity/Q97983458,118687
http://www.wikidata.org/entity/Q97985310,119654
http://www.wikidata.org/entity/Q97986497,152174
http://www.wikidata.org/entity/Q97986596,99069
http://www.wikidata.org/entity/Q97987360,99072
http://www.wikidata.org/entity/Q97988093,99334
http://www.wikidata.org/entity/Q97985125,99491
http://www.wikidata.org/entity/Q97987441,99550
http://www.wikidata.org/entity/Q97987059,99650
http://www.wikidata.org/entity/Q97986541,99713
http://www.wikidata.org/entity/Q97987067,99730
http://www.wikidata.org/entity/Q97986517,100109
http://www.wikidata.org/entity/Q97987813,100307
http://www.wikidata.org/entity/Q97984830,100343
http://www.wikidata.org/entity/Q97983927,100566
http://www.wikidata.org/entity/Q97986095,100614
http://www.wikidata.org/entity/Q97983603,100656
http://www.wikidata.org/entity/Q97987442,100834
http://www.wikidata.org/entity/Q97983833,100949
http://www.wikidata.org/entity/Q84710482,101092
http://www.wikidata.org/entity/Q97983757,101233
http://www.wikidata.org/entity/Q97987952,101267
http://www.wikidata.org/entity/Q84727881,101304
http://www.wikidata.org/entity/Q97984998,101568
http://www.wikidata.org/entity/Q97985422,101610
http://www.wikidata.org/entity/Q97984856,112951
http://www.wikidata.org/entity/Q97986190,118846
http://www.wikidata.org/entity/Q97984568,136269
http://www.wikidata.org/entity/Q97987656,152209
http://www.wikidata.org/entity/Q97986237,152943
http://www.wikidata.org/entity/Q97984274,182664
http://www.wikidata.org/entity/Q97986944,99054
http://www.wikidata.org/entity/Q97986154,99189
http://www.wikidata.org/entity/Q97986867,99428
http://www.wikidata.org/entity/Q97988032,99439
http://www.wikidata.org/entity/Q97987639,99445
http://www.wikidata.org/entity/Q97986706,99480
http://www.wikidata.org/entity/Q97983475,99658
http://www.wikidata.org/entity/Q97986053,99794
http://www.wikidata.org/entity/Q97987685,99860
http://www.wikidata.org/entity/Q97983318,99944
http://www.wikidata.org/entity/Q97986315,100337
http://www.wikidata.org/entity/Q97983219,100670
http://www.wikidata.org/entity/Q97983710,100678
http://www.wikidata.org/entity/Q97988257,100709
http://www.wikidata.org/entity/Q97988595,100814
http://www.wikidata.org/entity/Q97985738,100844
http://www.wikidata.org/entity/Q97986284,101172
http://www.wikidata.org/entity/Q97987820,101229
http://www.wikidata.org/entity/Q97983797,101441
http://www.wikidata.org/entity/Q97984877,101449
http://www.wikidata.org/entity/Q97987987,101492
http://www.wikidata.org/entity/Q97988282,101622
http://www.wikidata.org/entity/Q97986968,101776
http://www.wikidata.org/entity/Q97986811,152171
http://www.wikidata.org/entity/Q97986676,99047
http://www.wikidata.org/entity/Q97986066,99230
http://www.wikidata.org/entity/Q97987330,99442
http://www.wikidata.org/entity/Q97984791,99482
http://www.wikidata.org/entity/Q97983533,99582
http://www.wikidata.org/entity/Q97984745,99667
http://www.wikidata.org/entity/Q97987996,99710
http://www.wikidata.org/entity/Q97986447,99820
http://www.wikidata.org/entity/Q97984367,99891
http://www.wikidata.org/entity/Q97984819,99991
http://www.wikidata.org/entity/Q97984376,100064
http://www.wikidata.org/entity/Q97986396,100186
http://www.wikidata.org/entity/Q97983403,100205
http://www.wikidata.org/entity/Q97985349,100224
http://www.wikidata.org/entity/Q84727874,100421
http://www.wikidata.org/entity/Q97988563,100440
http://www.wikidata.org/entity/Q97987346,100535
http://www.wikidata.org/entity/Q97985169,100569
http://www.wikidata.org/entity/Q97983860,100983
http://www.wikidata.org/entity/Q97984122,101021
http://www.wikidata.org/entity/Q97987772,101049
http://www.wikidata.org/entity/Q97986121,101231
http://www.wikidata.org/entity/Q97987940,101321
http://www.wikidata.org/entity/Q97987713,101461
http://www.wikidata.org/entity/Q97987846,101672
http://www.wikidata.org/entity/Q97987119,101700
http://www.wikidata.org/entity/Q97988429,105143
http://www.wikidata.org/entity/Q97986163,111115
http://www.wikidata.org/entity/Q97983915,112593
http://www.wikidata.org/entity/Q97983375,130502
http://www.wikidata.org/entity/Q97985920,136697
http://www.wikidata.org/entity/Q97986164,152945
http://www.wikidata.org/entity/Q97986399,99040
http://www.wikidata.org/entity/Q97987620,99142
http://www.wikidata.org/entity/Q97987591,99545
http://www.wikidata.org/entity/Q97987164,99580
http://www.wikidata.org/entity/Q97988606,99596
http://www.wikidata.org/entity/Q97987552,99632
http://www.wikidata.org/entity/Q97986422,99793
http://www.wikidata.org/entity/Q97988071,99839
http://www.wikidata.org/entity/Q97985400,100475
http://www.wikidata.org/entity/Q97983425,100499
http://www.wikidata.org/entity/Q97987516,100501
http://www.wikidata.org/entity/Q97986175,100589
http://www.wikidata.org/entity/Q97987634,100719
http://www.wikidata.org/entity/Q97987716,100829
http://www.wikidata.org/entity/Q97987711,100858
http://www.wikidata.org/entity/Q97987703,100882
http://www.wikidata.org/entity/Q97985446,100890
http://www.wikidata.org/entity/Q97983555,100891
http://www.wikidata.org/entity/Q97985484,100907
http://www.wikidata.org/entity/Q97984023,101243
http://www.wikidata.org/entity/Q97988660,101256
http://www.wikidata.org/entity/Q97987473,101336
http://www.wikidata.org/entity/Q97985607,101543
http://www.wikidata.org/entity/Q97985889,112091
http://www.wikidata.org/entity/Q97984727,152187
http://www.wikidata.org/entity/Q97987665,99039
http://www.wikidata.org/entity/Q97985192,99107
http://www.wikidata.org/entity/Q97985882,99381
http://www.wikidata.org/entity/Q97987094,99450
http://www.wikidata.org/entity/Q97986795,99521
http://www.wikidata.org/entity/Q97988029,99675
http://www.wikidata.org/entity/Q97985432,99882
http://www.wikidata.org/entity/Q97985047,100051
http://www.wikidata.org/entity/Q97985491,100087
http://www.wikidata.org/entity/Q97985231,100125
http://www.wikidata.org/entity/Q97986023,100190
http://www.wikidata.org/entity/Q97985011,100266
http://www.wikidata.org/entity/Q97986293,100303
http://www.wikidata.org/entity/Q97986106,100521
http://www.wikidata.org/entity/Q97987883,101081
http://www.wikidata.org/entity/Q97984229,101096
http://www.wikidata.org/entity/Q97985037,101179
http://www.wikidata.org/entity/Q97985781,101221
http://www.wikidata.org/entity/Q97986077,101378
http://www.wikidata.org/entity/Q97984765,117482
http://www.wikidata.org/entity/Q97986462,128151
http://www.wikidata.org/entity/Q97984912,132154
http://www.wikidata.org/entity/Q97984696,99058
http://www.wikidata.org/entity/Q97984207,99059
http://www.wikidata.org/entity/Q84711658,99091
http://www.wikidata.org/entity/Q4033567,99336
http://www.wikidata.org/entity/Q97987492,99852
http://www.wikidata.org/entity/Q97988152,99885
http://www.wikidata.org/entity/Q97988244,99910
http://www.wikidata.org/entity/Q97984983,99914
http://www.wikidata.org/entity/Q97984302,99918
http://www.wikidata.org/entity/Q97987301,99937
http://www.wikidata.org/entity/Q97988665,100136
http://www.wikidata.org/entity/Q97985254,100153
http://www.wikidata.org/entity/Q97983347,100338
http://www.wikidata.org/entity/Q97983845,100372
http://www.wikidata.org/entity/Q97987176,100415
http://www.wikidata.org/entity/Q97984493,100452
http://www.wikidata.org/entity/Q97986259,100590
http://www.wikidata.org/entity/Q97983477,100867
http://www.wikidata.org/entity/Q97985229,101091
http://www.wikidata.org/entity/Q97988353,101156
http://www.wikidata.org/entity/Q97988369,101430
http://www.wikidata.org/entity/Q97988008,101576
http://www.wikidata.org/entity/Q97986041,101781
http://www.wikidata.org/entity/Q97984694,152201
http://www.wikidata.org/entity/Q97984101,99086
http://www.wikidata.org/entity/Q97984724,99656
http://www.wikidata.org/entity/Q97988433,99993
http://www.wikidata.org/entity/Q97987420,100698
http://www.wikidata.org/entity/Q97986467,126987
http://www.wikidata.org/entity/Q97987038,100058
http://www.wikidata.org/entity/Q97988437,100110
http://www.wikidata.org/entity/Q97985579,100178
http://www.wikidata.org/entity/Q97984753,100312
http://www.wikidata.org/entity/Q97984482,100370
http://www.wikidata.org/entity/Q97986213,100477
http://www.wikidata.org/entity/Q97987132,100712
http://www.wikidata.org/entity/Q97984676,101614
http://www.wikidata.org/entity/Q97985559,101629
http://www.wikidata.org/entity/Q97987389,101637
http://www.wikidata.org/entity/Q97987195,101809
http://www.wikidata.org/entity/Q97985757,113227
http://www.wikidata.org/entity/Q97988627,99370
http://www.wikidata.org/entity/Q97983495,99443
http://www.wikidata.org/entity/Q97985332,100236
http://www.wikidata.org/entity/Q97986439,100249
http://www.wikidata.org/entity/Q97986675,100398
http://www.wikidata.org/entity/Q97985045,100469
http://www.wikidata.org/entity/Q97983695,100513
http://www.wikidata.org/entity/Q97985307,100542
http://www.wikidata.org/entity/Q97988035,100703
http://www.wikidata.org/entity/Q97984205,100724
http://www.wikidata.org/entity/Q97984541,100734
http://www.wikidata.org/entity/Q97987149,100737
http://www.wikidata.org/entity/Q97985577,100820
http://www.wikidata.org/entity/Q97986477,100824
http://www.wikidata.org/entity/Q97984253,101000
http://www.wikidata.org/entity/Q97987925,101121
http://www.wikidata.org/entity/Q97984975,101140
http://www.wikidata.org/entity/Q97986822,101227
http://www.wikidata.org/entity/Q97983813,101264
http://www.wikidata.org/entity/Q97987618,101494
http://www.wikidata.org/entity/Q97983865,101505
http://www.wikidata.org/entity/Q97986977,101523
http://www.wikidata.org/entity/Q97986525,101528
http://www.wikidata.org/entity/Q97984479,101678
http://www.wikidata.org/entity/Q97986932,132013
http://www.wikidata.org/entity/Q97985085,152190
http://www.wikidata.org/entity/Q97987367,152917
http://www.wikidata.org/entity/Q97987336,99073
http://www.wikidata.org/entity/Q97983383,99325
http://www.wikidata.org/entity/Q97984319,99459
http://www.wikidata.org/entity/Q97987961,99576
http://www.wikidata.org/entity/Q97988039,99765
http://www.wikidata.org/entity/Q97988509,99805
http://www.wikidata.org/entity/Q97984510,99814
http://www.wikidata.org/entity/Q97987309,99816
http://www.wikidata.org/entity/Q97986286,99878
http://www.wikidata.org/entity/Q97987453,100127
http://www.wikidata.org/entity/Q97987348,100188
http://www.wikidata.org/entity/Q97986223,100196
http://www.wikidata.org/entity/Q97985601,100212
http://www.wikidata.org/entity/Q97986244,100245
http://www.wikidata.org/entity/Q97985145,100378
http://www.wikidata.org/entity/Q97986499,100382
http://www.wikidata.org/entity/Q97985409,100428
http://www.wikidata.org/entity/Q97984190,100454
http://www.wikidata.org/entity/Q97984452,100457
http://www.wikidata.org/entity/Q97984838,100468
http://www.wikidata.org/entity/Q97986746,100511
http://www.wikidata.org/entity/Q97988097,100518
http://www.wikidata.org/entity/Q97983880,100695
http://www.wikidata.org/entity/Q97985747,100932
http://www.wikidata.org/entity/Q97986321,101056
http://www.wikidata.org/entity/Q97984290,101104
http://www.wikidata.org/entity/Q97987124,101106
http://www.wikidata.org/entity/Q97987197,101478
http://www.wikidata.org/entity/Q97984179,101548
http://www.wikidata.org/entity/Q97986859,101624
http://www.wikidata.org/entity/Q97988270,101648
http://www.wikidata.org/entity/Q97985216,112949
http://www.wikidata.org/entity/Q97987592,118747
http://www.wikidata.org/entity/Q97984403,119841
http://www.wikidata.org/entity/Q97987394,133760
http://www.wikidata.org/entity/Q97984240,152983
http://www.wikidata.org/entity/Q97984905,99333
http://www.wikidata.org/entity/Q97984373,99410
http://www.wikidata.org/entity/Q97987162,99572
http://www.wikidata.org/entity/Q97986278,99701
http://www.wikidata.org/entity/Q97985010,99985
http://www.wikidata.org/entity/Q97984214,100001
http://www.wikidata.org/entity/Q30603076,100158
http://www.wikidata.org/entity/Q97984006,100411
http://www.wikidata.org/entity/Q97988511,100488
http://www.wikidata.org/entity/Q97985473,100504
http://www.wikidata.org/entity/Q97986937,100596
http://www.wikidata.org/entity/Q97987935,100978
http://www.wikidata.org/entity/Q97983716,101017
http://www.wikidata.org/entity/Q97985753,101029
http://www.wikidata.org/entity/Q97987936,101100
http://www.wikidata.org/entity/Q97987817,101245
http://www.wikidata.org/entity/Q97986082,101277
http://www.wikidata.org/entity/Q97987777,101687
http://www.wikidata.org/entity/Q97983567,124214
http://www.wikidata.org/entity/Q97986578,99490
http://www.wikidata.org/entity/Q97988440,99819
http://www.wikidata.org/entity/Q97984682,99933
http://www.wikidata.org/entity/Q97983426,99958
http://www.wikidata.org/entity/Q97988639,100156
http://www.wikidata.org/entity/Q97986007,100568
http://www.wikidata.org/entity/Q97984955,100627
http://www.wikidata.org/entity/Q97988013,100630
http://www.wikidata.org/entity/Q97988134,100679
http://www.wikidata.org/entity/Q97987156,101038
http://www.wikidata.org/entity/Q97984261,101196
http://www.wikidata.org/entity/Q97987912,101291
http://www.wikidata.org/entity/Q97987629,101499
http://www.wikidata.org/entity/Q97983293,101607
http://www.wikidata.org/entity/Q97983487,101651
http://www.wikidata.org/entity/Q97988002,101707
http://www.wikidata.org/entity/Q97984238,111116
