Year,Order_Num,Yard_Num,Vessel_Type,Propulsion,Vessel_Name,Builder,SBS_link
,,8,Tug,Screw Steamer,CT 41,Aberdeen Concrete Shipbuilding Co. Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2094&ref=55059&vessel=CT+41
,,10,Tug,Screw Steamer,CT 43,Aberdeen Concrete Shipbuilding Co. Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2094&ref=55061&vessel=CT+43
,,4,Barge,No Propulsion,PD 149,Aberdeen Concrete Shipbuilding Co. Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2094&ref=55056&vessel=PD+149
,,6,Barge,No Propulsion,PD 151,Aberdeen Concrete Shipbuilding Co. Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2094&ref=55058&vessel=PD+151
1919,143055,1PD146,Barge,No Propulsion,CRETETREE,Aberdeen Concrete Shipbuilding Co. Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2094&ref=55053&vessel=CRETETREE
,,9,Tug,Screw Steamer,CT 42,Aberdeen Concrete Shipbuilding Co. Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2094&ref=55060&vessel=CT+42
,,3,Barge,No Propulsion,PD 148,Aberdeen Concrete Shipbuilding Co. Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2094&ref=55055&vessel=PD+148
,,5,Barge,No Propulsion,PD 150,Aberdeen Concrete Shipbuilding Co. Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2094&ref=55057&vessel=PD+150
1919,143923,7,Tug,Screw Steamer,CRETEHATCH,Aberdeen Concrete Shipbuilding Co. Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2094&ref=55052&vessel=CRETEHATCH
1920,143304,2PD147,Barge,No Propulsion,CRETETORRENT,Aberdeen Concrete Shipbuilding Co. Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2094&ref=55054&vessel=CRETETORRENT
1819,,,,Sailing Vessel,HENRY,James Adamson,view.php?a1Page=1&a1PageSize=820&builder=4499&ref=57900&vessel=HENRY
1820,,,Cargo,Sailing Vessel,HELEN,James Adamson,view.php?a1Page=1&a1PageSize=820&builder=4499&ref=57863&vessel=HELEN
1822,,,Cargo,Sailing Vessel,FARMER,James Adamson,view.php?a1Page=1&a1PageSize=820&builder=4499&ref=62219&vessel=FARMER
1825,9015,,Cargo,Sailing Vessel,ABERDEENSHIRE,James Adamson,view.php?a1Page=1&a1PageSize=820&builder=4499&ref=61283&vessel=ABERDEENSHIRE
1819,5140,,Cargo,Sailing Vessel,LIVERPOOL PACKET,James Adamson,view.php?a1Page=1&a1PageSize=820&builder=4499&ref=61291&vessel=LIVERPOOL+PACKET
1820,,,,Sailing Vessel,JAMES,James Adamson,view.php?a1Page=1&a1PageSize=820&builder=4499&ref=57901&vessel=JAMES
1823,,,Cargo,Sailing Vessel,JOHN CATTO,James Adamson,view.php?a1Page=1&a1PageSize=820&builder=4499&ref=63489&vessel=JOHN+CATTO
1990,718836,1000,Passenger / Cargo,Motor Vessel,ST HELENA,A & P Appledore (Aberdeen) Ltd,view.php?a1Page=1&a1PageSize=820&builder=4750&ref=60536&vessel=ST+HELENA
1853,8474,,,Sailing Vessel,EARL OF CARLISLE,Brands & Scorgie,view.php?a1Page=1&a1PageSize=820&builder=4869&ref=62587&vessel=EARL+OF+CARLISLE
1854,14333,,Cargo,Sailing Vessel,CYNTHIA,Brands & Scorgie,view.php?a1Page=1&a1PageSize=820&builder=4869&ref=62104&vessel=CYNTHIA
1858,20347,,Cargo,Sailing Vessel,ANN LAW,David Burns & Co,view.php?a1Page=1&a1PageSize=820&builder=4418&ref=57467&vessel=ANN+LAW
1858,22325,,Passenger / Cargo,Sailing Vessel,NORTHERNER,David Burns & Co,view.php?a1Page=1&a1PageSize=820&builder=4418&ref=58786&vessel=NORTHERNER
1860,27576,,Cargo,Sailing Vessel,MAYFLOWER,David Burns & Co,view.php?a1Page=1&a1PageSize=820&builder=4418&ref=57463&vessel=MAYFLOWER
1862,44433,,Cargo,Sailing Vessel,JOHN GEORGE,David Burns & Co,view.php?a1Page=1&a1PageSize=820&builder=4418&ref=57459&vessel=JOHN+GEORGE
1863,45206,,Cargo,Sailing Vessel,FAIRY QUEEN,David Burns & Co,view.php?a1Page=1&a1PageSize=820&builder=4418&ref=57458&vessel=FAIRY+QUEEN
1864,48857,,Cargo,Sailing Vessel,MALVINA,David Burns & Co,view.php?a1Page=1&a1PageSize=820&builder=4418&ref=57462&vessel=MALVINA
1865,52666,,Cargo,Sailing Vessel,ACTAEA,David Burns & Co,view.php?a1Page=1&a1PageSize=820&builder=4418&ref=57791&vessel=ACTAEA
1866,53252,,Cargo,Sailing Vessel,SNOWDROP,David Burns & Co,view.php?a1Page=1&a1PageSize=820&builder=4418&ref=57461&vessel=SNOWDROP
1858,22525,,Cargo,Sailing Vessel,NORTHERNER,David Burns & Co,view.php?a1Page=1&a1PageSize=820&builder=4418&ref=61500&vessel=NORTHERNER
1859,22529,,Cargo,Sailing Vessel,GENERAL HAVELOCK,David Burns & Co,view.php?a1Page=1&a1PageSize=820&builder=4418&ref=57470&vessel=GENERAL+HAVELOCK
1861,29237,,Cargo,Sailing Vessel,COMMODORE,David Burns & Co,view.php?a1Page=1&a1PageSize=820&builder=4418&ref=57644&vessel=COMMODORE
1862,44437,,Cargo,Sailing Vessel,VIKING,David Burns & Co,view.php?a1Page=1&a1PageSize=820&builder=4418&ref=57784&vessel=VIKING
1863,45220,,Cargo,Sailing Vessel,SHEPHERDESS,David Burns & Co,view.php?a1Page=1&a1PageSize=820&builder=4418&ref=58521&vessel=SHEPHERDESS
1865,53243,,Cargo,Sailing Vessel,JAMES HORN,David Burns & Co,view.php?a1Page=1&a1PageSize=820&builder=4418&ref=57460&vessel=JAMES+HORN
1865,48868,,Cargo,Sailing Vessel,SISTERS,David Burns & Co,view.php?a1Page=1&a1PageSize=820&builder=4418&ref=58519&vessel=SISTERS
1866,53259,,Cargo,Sailing Vessel,GOLDEN SHEAF,David Burns & Co,view.php?a1Page=1&a1PageSize=820&builder=4418&ref=57792&vessel=GOLDEN+SHEAF
1826,,,,,RIVAL,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56227&vessel=RIVAL
1828,,,Cargo,Sailing Vessel,RED ROVER,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56229&vessel=RED+ROVER
1829,,,Passenger / Cargo,Paddle Steamer,DUKE OF WELLINGTON,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56232&vessel=DUKE+OF+WELLINGTON
1829,,,,,FALCON,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56233&vessel=FALCON
1830,,,,,ARKWRIGHT,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56234&vessel=ARKWRIGHT
1831,,,Cargo,Sailing Vessel,SPORTSMAN,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56237&vessel=SPORTSMAN
1833,,,,,RAVENSWOOD,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56239&vessel=RAVENSWOOD
1835,,,,,CITY OF ABERDEEN,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56241&vessel=CITY+OF+ABERDEEN
1836,,,,,PENINSULA,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56243&vessel=PENINSULA
1837,,,,,NORTH STAR,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56244&vessel=NORTH+STAR
1838,,,,Paddle Steamer,SATELLITE,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56246&vessel=SATELLITE
1838,8490,,,Steam,SEA HORSE,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56248&vessel=SEA+HORSE
1838,,,,,TIGRESS,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56249&vessel=TIGRESS
1842,,,Cargo,Sailing Vessel,MERCURY,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56253&vessel=MERCURY
1827,5347,,Passenger / Cargo,Steam,QUEEN OF SCOTLAND,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56228&vessel=QUEEN+OF+SCOTLAND
1828,,,,,WEMYSS,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56230&vessel=WEMYSS
1829,,,,,CORSAIR,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56231&vessel=CORSAIR
1830,21610,,,Sailing Vessel,DUCHESS OF GORDON,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56235&vessel=DUCHESS+OF+GORDON
1831,,,Passenger / Cargo,Paddle Steamer,ROYAL WILLIAM,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56236&vessel=ROYAL+WILLIAM
1832,,,,,ROYAL TAR,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56238&vessel=ROYAL+TAR
1834,,,Passenger / Cargo,Paddle Steamer,MAZEPPA,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56240&vessel=MAZEPPA
1835,,,,,DUKE OF SUTHERLAND,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56242&vessel=DUKE+OF+SUTHERLAND
1837,,,Cargo,Sailing Vessel,RED ROVER,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=62102&vessel=RED+ROVER
1837,,,,,MAJORCA,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56245&vessel=MAJORCA
1838,,,Cargo,Sailing Vessel,BRIGAND,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56250&vessel=BRIGAND
1838,,,,,MILO,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56247&vessel=MILO
1839,2425,,Passenger / Cargo,Sailing Vessel,INCONSTANT,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56251&vessel=INCONSTANT
1842,,,,,CELESTIAL,John Duffus & Co.,view.php?a1Page=1&a1PageSize=820&builder=2116&ref=56252&vessel=CELESTIAL
1820,,,Cargo,Sailing Vessel,FLY,Robert Gibbon,view.php?a1Page=1&a1PageSize=820&builder=4388&ref=57375&vessel=FLY
1820,,,,Sailing Vessel,NEWCASTLE,John Gill,view.php?a1Page=1&a1PageSize=820&builder=4387&ref=57373&vessel=NEWCASTLE
1820,,,,Sailing Vessel,HELEN,John Gill,view.php?a1Page=1&a1PageSize=820&builder=4387&ref=58024&vessel=HELEN
,,39,Coaster,Sailing Vessel,ANDREW FORBES,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57507&vessel=ANDREW+FORBES
1814,,,Cargo,Sailing Vessel,BRILLIANT,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57692&vessel=BRILLIANT
1819,,30,Coaster,Sailing Vessel,PHILORTH,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57599&vessel=PHILORTH
1820,,32,Cargo,Sailing Vessel,PALLADIUM,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57358&vessel=PALLADIUM
1821,,37,Coaster,Sailing Vessel,THANE OF FIFE,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57496&vessel=THANE+OF+FIFE
1821,,35,Coaster,Sailing Vessel,JAMES,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57503&vessel=JAMES
1823,,41,Cargo,Sailing Vessel,RADIANT,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57499&vessel=RADIANT
1823,,40,Coaster,Sailing Vessel,HARMONY,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=59794&vessel=HARMONY
1825,,43,Cargo,Sailing Vessel,CALEDONIAN,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57505&vessel=CALEDONIAN
1825,,44,,,BANCHORY,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57506&vessel=BANCHORY
1826,,49,,,ALTNASKIACK,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57518&vessel=ALTNASKIACK
1826,,47,,,MARMION,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57524&vessel=MARMION
1827,,51,Cargo,Sailing Vessel,CORSICAN,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57520&vessel=CORSICAN
1827,,53,,,JOHN PIRIE,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57522&vessel=JOHN+PIRIE
1828,,55,,,WARREN PACKET,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57530&vessel=WARREN+PACKET
1829,,57,,,MATILDA,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57525&vessel=MATILDA
1829,,58,,,HANNAH MORE,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=59795&vessel=HANNAH+MORE
1831,,60,,,WALTER HAMILTON,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57529&vessel=WALTER+HAMILTON
1833,,62,,,SISTERS,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57526&vessel=SISTERS
1834,,64,Cargo,Sailing Vessel,JACK TAR,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57534&vessel=JACK+TAR
1834,,63,,,ST NICHOLAS,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57537&vessel=ST+NICHOLAS
1835,,69,Cargo,Sailing Vessel,COCK OF THE NORTH,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57531&vessel=COCK+OF+THE+NORTH
1835,,67,,,OSPREY,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57536&vessel=OSPREY
1836,6877,76,Cargo,Sailing Vessel,SAMSON,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=53017&vessel=SAMSON
1836,,77,,,BARBARA ALLAN,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57494&vessel=BARBARA+ALLAN
1836,,75,,,HAWK,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57558&vessel=HAWK
1836,,74,,,VIOLET,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57560&vessel=VIOLET
1837,2915,84,Cargo,Sailing Vessel,YTHAN,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57566&vessel=YTHAN
1837,,82,,,CATHERINE,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57562&vessel=CATHERINE
1837,,83,,,VICTORIA,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57565&vessel=VICTORIA
1838,6863,91,Cargo,Sailing Vessel,FALCON,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57569&vessel=FALCON
1838,,86,,,CERES,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57568&vessel=CERES
1838,,90,,,MINERVA,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57571&vessel=MINERVA
1838,,89,,,VANILIA,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57573&vessel=VANILIA
1839,,97,,,ANGLER,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57547&vessel=ANGLER
1839,,104,,,COLUMBINE,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57549&vessel=COLUMBINE
1839,3507,101,Coaster,Sailing Vessel,SCOTTISH MAID,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57555&vessel=SCOTTISH+MAID
1839,,96,,,FORTITUDE,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57551&vessel=FORTITUDE
1839,,93,,,SARAH,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57554&vessel=SARAH
1840,,102,Yacht,Screw Steamer,GAZELLE,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=52343&vessel=GAZELLE
1840,,110,Cargo,Sailing Vessel,ELIZABETH,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57540&vessel=ELIZABETH
1840,,106,,,CRUSADER,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57539&vessel=CRUSADER
1840,,105,,,LORD WESTERN,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57542&vessel=LORD+WESTERN
1840,,108,,,ROVER,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57544&vessel=ROVER
1841,23098,115,Passenger / Cargo,Sailing Vessel,THOMAS ARBUTHNOT,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=58927&vessel=THOMAS+ARBUTHNOT
1841,,127,,Sailing Vessel,LIGHTNING,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=59789&vessel=LIGHTNING
1841,,125,,Sailing Vessel,RAMBLER,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=59791&vessel=RAMBLER
1841,,113,,Sailing Vessel,RESOURCE,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=59793&vessel=RESOURCE
1842,,116,Cargo,Paddle Steamer,IRIS,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=52344&vessel=IRIS
1842,,133,Coaster,Sailing Vessel,ALNWICK CASTLE,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57512&vessel=ALNWICK+CASTLE
1842,,134,Cargo,Sailing Vessel,CYNTHIA,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=59786&vessel=CYNTHIA
1842,,123,,,GLENTANAR,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57577&vessel=GLENTANAR
1842,,132,,,MOUNTAIN MAID,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57579&vessel=MOUNTAIN+MAID
1843,56672,135,Missionary Ship,Sailing Vessel,BORDER MAID,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57509&vessel=BORDER+MAID
1843,6819,140,Cargo,Sailing Vessel,HOPE,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=59781&vessel=HOPE
1843,,138,Coaster,Sailing Vessel,EBENEZER,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=59783&vessel=EBENEZER
1843,,136,Passenger / Cargo,Sailing Vessel,WATER WITCH,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=59785&vessel=WATER+WITCH
1844,,146,,,DART,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57574&vessel=DART
1845,17930,145,Passenger / Cargo,Paddle Steamer,QUEEN,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=52345&vessel=QUEEN
1845,10530,151,Cargo,Sailing Vessel,ALEXANDER HALL,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=52762&vessel=ALEXANDER+HALL
1845,23018,147,Cargo,Sailing Vessel,ACASTA,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57514&vessel=ACASTA
1845,3088,152,Cargo,Sailing Vessel,WHITE MOUSE,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=59779&vessel=WHITE+MOUSE
1846,30332,157,Coaster,Sailing Vessel,GITANA,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57583&vessel=GITANA
1846,,158,,,ELECTRA,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57582&vessel=ELECTRA
1847,,160,,,AMELIA,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57586&vessel=AMELIA
1847,,159,Cargo,,NORTH STAR,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57588&vessel=NORTH+STAR
1848,9967,164,Cargo,Sailing Vessel,BEN MUICK DHUI,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57591&vessel=BEN+MUICK+DHUI
1848,,166,,,GUIDE,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57592&vessel=GUIDE
1848,,163,,,PILOT FISH,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57594&vessel=PILOT+FISH
1849,,169,Cargo,Sailing Vessel,PRINCEZA,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57597&vessel=PRINCEZA
1850,6874,173,Cargo,Sailing Vessel,CONQUEROR,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=53020&vessel=CONQUEROR
1850,32811,171,Cargo,Sailing Vessel,CITY OF HAMILTON,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57516&vessel=CITY+OF+HAMILTON
1851,,178,Cargo,Screw Steamer,JUNO,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=52347&vessel=JUNO
1851,13655,176,Cargo,Sailing Vessel,JOHN TAYLOR,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=58462&vessel=JOHN+TAYLOR
1852,,182,Cargo,Sailing Vessel,JULIA,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=59766&vessel=JULIA
1852,,181,Passenger / Cargo,Sailing Vessel,FRANCIS HENTY,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=59768&vessel=FRANCIS+HENTY
1853,9971,183,Cargo,Sailing Vessel,CAIRNGORM,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=56775&vessel=CAIRNGORM
1853,31831,188,Cargo,Sailing Vessel,MARION,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57486&vessel=MARION
1853,7068,189,Cargo,Sailing Vessel,VISION,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57489&vessel=VISION
1854,40916,190,Cargo,Sailing Vessel,ORIBE,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57488&vessel=ORIBE
1855,6888,196,Cargo,Sailing Vessel,SEA STAR,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57471&vessel=SEA+STAR
1855,1587,193,Cargo,Sailing Vessel,CHARLES HORSFALL,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57477&vessel=CHARLES+HORSFALL
1855,10554,197,Cargo,Sailing Vessel,SUNSHINE,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57481&vessel=SUNSHINE
1855,6882,198,Yacht,Auxiliary Steamer,FOX,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=52348&vessel=FOX
1856,15187,207,Coaster,Sailing Vessel,MARTINET,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57474&vessel=MARTINET
1856,16253,206,Cargo,Sailing Vessel,SALAMANDER,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57478&vessel=SALAMANDER
1857,19864,212,Coaster,Sailing Vessel,AGRICOLA,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=52756&vessel=AGRICOLA
1857,12860,204,Cargo,Sailing Vessel,FRIAR TUCK,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57469&vessel=FRIAR+TUCK
1857,15791,208,Passenger / Cargo,Sailing Vessel,THE OAK,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57482&vessel=THE+OAK
1858,22172,215,Cargo,Sailing Vessel,ZIBA,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=59764&vessel=ZIBA
1859,21770,214,Passenger / Cargo,Sailing Vessel,MACDUFF,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57404&vessel=MACDUFF
1860,28388,217,Passenger / Cargo,Sailing Vessel,CHAA-SZE,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57451&vessel=CHAA-SZE
1860,29004,219,Passenger / Cargo,Sailing Vessel,FLYING SPUR,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57453&vessel=FLYING+SPUR
1861,42633,223,Cargo,Sailing Vessel,ADAM SEDGWICK,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57450&vessel=ADAM+SEDGWICK
1861,29175,221,Passenger / Cargo,Sailing Vessel,PEGASUS,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57466&vessel=PEGASUS
1862,44440,226,Cargo,Sailing Vessel,STAR OF CHINA,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57413&vessel=STAR+OF+CHINA
1862,44439,228,Passenger / Cargo,Sailing Vessel,COULNAKYLE,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57424&vessel=COULNAKYLE
1862,45404,229,Cargo,Sailing Vessel,VANDA,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=59765&vessel=VANDA
1863,48501,234,Cargo,Sailing Vessel,BLACK PRINCE,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=52350&vessel=BLACK+PRINCE
1863,47403,233,Passenger / Cargo,Sailing Vessel,CELAENO,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57442&vessel=CELAENO
1864,48750,237,Cargo,Sailing Vessel,THE GOOLWA,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=52352&vessel=THE+GOOLWA
1864,45219,236,Cargo,Sailing Vessel,TUGELA,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=53025&vessel=TUGELA
1865,,242,Passenger / Cargo,Screw Steamer,ADMIRAAL,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=52356&vessel=ADMIRAAL
1865,54580,243,Missionary Ship,Sailing Vessel,JOHN WILLIAMS,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=57414&vessel=JOHN+WILLIAMS
1866,53246,244,Passenger / Cargo,Screw Steamer,DOUGLAS,Alexander Hall & Co.,view.php?a1Page=1&a1PageSize=820&builder=2023&ref=52357&vessel=DOUGLAS
