Name,Wikidata,ABS_ID_0,ABS_ID_1,ABS_ID_2,ABS_ID_3,ABS_ID_4,ABS_ID_5,ABS_ID_6,ABS_ID_7
AGNES,https://wikidata.org/wiki/Q4692990,http://www.aberdeenships.com/single.asp?index=99502,http://www.aberdeenships.com/single.asp?index=99557,http://www.aberdeenships.com/single.asp?index=99944,http://www.aberdeenships.com/single.asp?index=100279
AGNES,https://wikidata.org/wiki/Q4692992,http://www.aberdeenships.com/single.asp?index=99502,http://www.aberdeenships.com/single.asp?index=99557,http://www.aberdeenships.com/single.asp?index=99944,http://www.aberdeenships.com/single.asp?index=100279
AGNES,https://wikidata.org/wiki/Q4692993,http://www.aberdeenships.com/single.asp?index=99502,http://www.aberdeenships.com/single.asp?index=99557,http://www.aberdeenships.com/single.asp?index=99944,http://www.aberdeenships.com/single.asp?index=100279
AGNES,https://wikidata.org/wiki/Q4692994,http://www.aberdeenships.com/single.asp?index=99502,http://www.aberdeenships.com/single.asp?index=99557,http://www.aberdeenships.com/single.asp?index=99944,http://www.aberdeenships.com/single.asp?index=100279
AGNES,https://wikidata.org/wiki/Q4692996,http://www.aberdeenships.com/single.asp?index=99502,http://www.aberdeenships.com/single.asp?index=99557,http://www.aberdeenships.com/single.asp?index=99944,http://www.aberdeenships.com/single.asp?index=100279
AGNES,https://wikidata.org/wiki/Q4692999,http://www.aberdeenships.com/single.asp?index=99502,http://www.aberdeenships.com/single.asp?index=99557,http://www.aberdeenships.com/single.asp?index=99944,http://www.aberdeenships.com/single.asp?index=100279
AID,https://wikidata.org/wiki/Q43913612,http://www.aberdeenships.com/single.asp?index=100771,http://www.aberdeenships.com/single.asp?index=152158,http://www.aberdeenships.com/single.asp?index=152177,http://www.aberdeenships.com/single.asp?index=152197
ALBATROSS,https://wikidata.org/wiki/Q24027334,http://www.aberdeenships.com/single.asp?index=99315,http://www.aberdeenships.com/single.asp?index=100338
ALBATROSS,https://wikidata.org/wiki/Q630511,http://www.aberdeenships.com/single.asp?index=99315,http://www.aberdeenships.com/single.asp?index=100338
ALBATROSS,https://wikidata.org/wiki/Q84710534,http://www.aberdeenships.com/single.asp?index=99315,http://www.aberdeenships.com/single.asp?index=100338
ALBATROSS,https://wikidata.org/wiki/Q84712089,http://www.aberdeenships.com/single.asp?index=99315,http://www.aberdeenships.com/single.asp?index=100338
ALBATROSS,https://wikidata.org/wiki/Q86723410,http://www.aberdeenships.com/single.asp?index=99315,http://www.aberdeenships.com/single.asp?index=100338
ALBION,https://wikidata.org/wiki/Q24027162,http://www.aberdeenships.com/single.asp?index=99965,http://www.aberdeenships.com/single.asp?index=116048,http://www.aberdeenships.com/single.asp?index=152154,http://www.aberdeenships.com/single.asp?index=160219
ALBION,https://wikidata.org/wiki/Q42886722,http://www.aberdeenships.com/single.asp?index=99965,http://www.aberdeenships.com/single.asp?index=116048,http://www.aberdeenships.com/single.asp?index=152154,http://www.aberdeenships.com/single.asp?index=160219
ALBION,https://wikidata.org/wiki/Q42886723,http://www.aberdeenships.com/single.asp?index=99965,http://www.aberdeenships.com/single.asp?index=116048,http://www.aberdeenships.com/single.asp?index=152154,http://www.aberdeenships.com/single.asp?index=160219
ALBION,https://wikidata.org/wiki/Q42886725,http://www.aberdeenships.com/single.asp?index=99965,http://www.aberdeenships.com/single.asp?index=116048,http://www.aberdeenships.com/single.asp?index=152154,http://www.aberdeenships.com/single.asp?index=160219
ALBION,https://wikidata.org/wiki/Q42886726,http://www.aberdeenships.com/single.asp?index=99965,http://www.aberdeenships.com/single.asp?index=116048,http://www.aberdeenships.com/single.asp?index=152154,http://www.aberdeenships.com/single.asp?index=160219
ALBION,https://wikidata.org/wiki/Q42896511,http://www.aberdeenships.com/single.asp?index=99965,http://www.aberdeenships.com/single.asp?index=116048,http://www.aberdeenships.com/single.asp?index=152154,http://www.aberdeenships.com/single.asp?index=160219
ALBION,https://wikidata.org/wiki/Q4712494,http://www.aberdeenships.com/single.asp?index=99965,http://www.aberdeenships.com/single.asp?index=116048,http://www.aberdeenships.com/single.asp?index=152154,http://www.aberdeenships.com/single.asp?index=160219
ALBION,https://wikidata.org/wiki/Q4712495,http://www.aberdeenships.com/single.asp?index=99965,http://www.aberdeenships.com/single.asp?index=116048,http://www.aberdeenships.com/single.asp?index=152154,http://www.aberdeenships.com/single.asp?index=160219
ALBUERA,https://wikidata.org/wiki/Q83448360,http://www.aberdeenships.com/single.asp?index=100692
ALDERNEY,https://wikidata.org/wiki/Q28457814,http://www.aberdeenships.com/single.asp?index=101695
ALERT,https://wikidata.org/wiki/Q22954034,http://www.aberdeenships.com/single.asp?index=99999,http://www.aberdeenships.com/single.asp?index=100353,http://www.aberdeenships.com/single.asp?index=100735,http://www.aberdeenships.com/single.asp?index=152195,http://www.aberdeenships.com/single.asp?index=182656
ALERT,https://wikidata.org/wiki/Q24026964,http://www.aberdeenships.com/single.asp?index=99999,http://www.aberdeenships.com/single.asp?index=100353,http://www.aberdeenships.com/single.asp?index=100735,http://www.aberdeenships.com/single.asp?index=152195,http://www.aberdeenships.com/single.asp?index=182656
ALERT,https://wikidata.org/wiki/Q24027290,http://www.aberdeenships.com/single.asp?index=99999,http://www.aberdeenships.com/single.asp?index=100353,http://www.aberdeenships.com/single.asp?index=100735,http://www.aberdeenships.com/single.asp?index=152195,http://www.aberdeenships.com/single.asp?index=182656
ALERT,https://wikidata.org/wiki/Q27868061,http://www.aberdeenships.com/single.asp?index=99999,http://www.aberdeenships.com/single.asp?index=100353,http://www.aberdeenships.com/single.asp?index=100735,http://www.aberdeenships.com/single.asp?index=152195,http://www.aberdeenships.com/single.asp?index=182656
ALERT,https://wikidata.org/wiki/Q52375999,http://www.aberdeenships.com/single.asp?index=99999,http://www.aberdeenships.com/single.asp?index=100353,http://www.aberdeenships.com/single.asp?index=100735,http://www.aberdeenships.com/single.asp?index=152195,http://www.aberdeenships.com/single.asp?index=182656
ALEXANDER,https://wikidata.org/wiki/Q21469564,http://www.aberdeenships.com/single.asp?index=99430,http://www.aberdeenships.com/single.asp?index=99492,http://www.aberdeenships.com/single.asp?index=113006,http://www.aberdeenships.com/single.asp?index=113007,http://www.aberdeenships.com/single.asp?index=130502,http://www.aberdeenships.com/single.asp?index=152938
ALEXANDER,https://wikidata.org/wiki/Q2641661,http://www.aberdeenships.com/single.asp?index=99430,http://www.aberdeenships.com/single.asp?index=99492,http://www.aberdeenships.com/single.asp?index=113006,http://www.aberdeenships.com/single.asp?index=113007,http://www.aberdeenships.com/single.asp?index=130502,http://www.aberdeenships.com/single.asp?index=152938
ALEXANDER,https://wikidata.org/wiki/Q30598154,http://www.aberdeenships.com/single.asp?index=99430,http://www.aberdeenships.com/single.asp?index=99492,http://www.aberdeenships.com/single.asp?index=113006,http://www.aberdeenships.com/single.asp?index=113007,http://www.aberdeenships.com/single.asp?index=130502,http://www.aberdeenships.com/single.asp?index=152938
ALEXANDER,https://wikidata.org/wiki/Q4718129,http://www.aberdeenships.com/single.asp?index=99430,http://www.aberdeenships.com/single.asp?index=99492,http://www.aberdeenships.com/single.asp?index=113006,http://www.aberdeenships.com/single.asp?index=113007,http://www.aberdeenships.com/single.asp?index=130502,http://www.aberdeenships.com/single.asp?index=152938
ALEXANDER,https://wikidata.org/wiki/Q4718130,http://www.aberdeenships.com/single.asp?index=99430,http://www.aberdeenships.com/single.asp?index=99492,http://www.aberdeenships.com/single.asp?index=113006,http://www.aberdeenships.com/single.asp?index=113007,http://www.aberdeenships.com/single.asp?index=130502,http://www.aberdeenships.com/single.asp?index=152938
ALEXANDER,https://wikidata.org/wiki/Q4718133,http://www.aberdeenships.com/single.asp?index=99430,http://www.aberdeenships.com/single.asp?index=99492,http://www.aberdeenships.com/single.asp?index=113006,http://www.aberdeenships.com/single.asp?index=113007,http://www.aberdeenships.com/single.asp?index=130502,http://www.aberdeenships.com/single.asp?index=152938
ALEXANDER,https://wikidata.org/wiki/Q4718134,http://www.aberdeenships.com/single.asp?index=99430,http://www.aberdeenships.com/single.asp?index=99492,http://www.aberdeenships.com/single.asp?index=113006,http://www.aberdeenships.com/single.asp?index=113007,http://www.aberdeenships.com/single.asp?index=130502,http://www.aberdeenships.com/single.asp?index=152938
ALEXANDER,https://wikidata.org/wiki/Q4718159,http://www.aberdeenships.com/single.asp?index=99430,http://www.aberdeenships.com/single.asp?index=99492,http://www.aberdeenships.com/single.asp?index=113006,http://www.aberdeenships.com/single.asp?index=113007,http://www.aberdeenships.com/single.asp?index=130502,http://www.aberdeenships.com/single.asp?index=152938
ALEXANDRA,https://wikidata.org/wiki/Q86723233,http://www.aberdeenships.com/single.asp?index=99742,http://www.aberdeenships.com/single.asp?index=152975
ALFRED,https://wikidata.org/wiki/Q42886752,http://www.aberdeenships.com/single.asp?index=108151,http://www.aberdeenships.com/single.asp?index=136245
ALFRED,https://wikidata.org/wiki/Q42886753,http://www.aberdeenships.com/single.asp?index=108151,http://www.aberdeenships.com/single.asp?index=136245
ALLISON,https://wikidata.org/wiki/Q59211884,http://www.aberdeenships.com/single.asp?index=152183
ALMA,https://wikidata.org/wiki/Q2156353,http://www.aberdeenships.com/single.asp?index=99565
ALNWICK CASTLE,https://wikidata.org/wiki/Q43259684,http://www.aberdeenships.com/single.asp?index=100054
ALPHA,https://wikidata.org/wiki/Q28457964,http://www.aberdeenships.com/single.asp?index=99743,http://www.aberdeenships.com/single.asp?index=152225
ALPHA,https://wikidata.org/wiki/Q85979024,http://www.aberdeenships.com/single.asp?index=99743,http://www.aberdeenships.com/single.asp?index=152225
AMBASSADOR,https://wikidata.org/wiki/Q4741051,http://www.aberdeenships.com/single.asp?index=100297
AMBASSADOR,https://wikidata.org/wiki/Q84712710,http://www.aberdeenships.com/single.asp?index=100297
AMELIA,https://wikidata.org/wiki/Q42886739,http://www.aberdeenships.com/single.asp?index=100081,http://www.aberdeenships.com/single.asp?index=152184
AMELIA,https://wikidata.org/wiki/Q42896505,http://www.aberdeenships.com/single.asp?index=100081,http://www.aberdeenships.com/single.asp?index=152184
AMELIA,https://wikidata.org/wiki/Q461424,http://www.aberdeenships.com/single.asp?index=100081,http://www.aberdeenships.com/single.asp?index=152184
AMETHYST,https://wikidata.org/wiki/Q85974807,http://www.aberdeenships.com/single.asp?index=134243
ANN,https://wikidata.org/wiki/Q21540476,http://www.aberdeenships.com/single.asp?index=99487,http://www.aberdeenships.com/single.asp?index=100750,http://www.aberdeenships.com/single.asp?index=100782,http://www.aberdeenships.com/single.asp?index=136737,http://www.aberdeenships.com/single.asp?index=152957,http://www.aberdeenships.com/single.asp?index=182658
ANN,https://wikidata.org/wiki/Q24026967,http://www.aberdeenships.com/single.asp?index=99487,http://www.aberdeenships.com/single.asp?index=100750,http://www.aberdeenships.com/single.asp?index=100782,http://www.aberdeenships.com/single.asp?index=136737,http://www.aberdeenships.com/single.asp?index=152957,http://www.aberdeenships.com/single.asp?index=182658
ANN,https://wikidata.org/wiki/Q24027071,http://www.aberdeenships.com/single.asp?index=99487,http://www.aberdeenships.com/single.asp?index=100750,http://www.aberdeenships.com/single.asp?index=100782,http://www.aberdeenships.com/single.asp?index=136737,http://www.aberdeenships.com/single.asp?index=152957,http://www.aberdeenships.com/single.asp?index=182658
ANN,https://wikidata.org/wiki/Q43259694,http://www.aberdeenships.com/single.asp?index=99487,http://www.aberdeenships.com/single.asp?index=100750,http://www.aberdeenships.com/single.asp?index=100782,http://www.aberdeenships.com/single.asp?index=136737,http://www.aberdeenships.com/single.asp?index=152957,http://www.aberdeenships.com/single.asp?index=182658
ANN,https://wikidata.org/wiki/Q86083808,http://www.aberdeenships.com/single.asp?index=99487,http://www.aberdeenships.com/single.asp?index=100750,http://www.aberdeenships.com/single.asp?index=100782,http://www.aberdeenships.com/single.asp?index=136737,http://www.aberdeenships.com/single.asp?index=152957,http://www.aberdeenships.com/single.asp?index=182658
ARABELLA,https://wikidata.org/wiki/Q623697,http://www.aberdeenships.com/single.asp?index=100052
ARAB,https://wikidata.org/wiki/Q84728317,http://www.aberdeenships.com/single.asp?index=119320
ARCHIMEDES,https://wikidata.org/wiki/Q52289831,http://www.aberdeenships.com/single.asp?index=100867
ARDENT,https://wikidata.org/wiki/Q27868042,http://www.aberdeenships.com/single.asp?index=121857
ARIEL,https://wikidata.org/wiki/Q4790386,http://www.aberdeenships.com/single.asp?index=99443,http://www.aberdeenships.com/single.asp?index=99540,http://www.aberdeenships.com/single.asp?index=100706
ARIEL,https://wikidata.org/wiki/Q658502,http://www.aberdeenships.com/single.asp?index=99443,http://www.aberdeenships.com/single.asp?index=99540,http://www.aberdeenships.com/single.asp?index=100706
ASIA,https://wikidata.org/wiki/Q20036690,http://www.aberdeenships.com/single.asp?index=99945
ASIA,https://wikidata.org/wiki/Q21999972,http://www.aberdeenships.com/single.asp?index=99945
ASIA,https://wikidata.org/wiki/Q47462524,http://www.aberdeenships.com/single.asp?index=99945
ASIA,https://wikidata.org/wiki/Q4806329,http://www.aberdeenships.com/single.asp?index=99945
ASIA,https://wikidata.org/wiki/Q4806330,http://www.aberdeenships.com/single.asp?index=99945
ATLANTIC,https://wikidata.org/wiki/Q24027268,http://www.aberdeenships.com/single.asp?index=100765
ATLANTIC,https://wikidata.org/wiki/Q4816258,http://www.aberdeenships.com/single.asp?index=100765
ATLANTIC,https://wikidata.org/wiki/Q52353441,http://www.aberdeenships.com/single.asp?index=100765
ATLANTIC,https://wikidata.org/wiki/Q756258,http://www.aberdeenships.com/single.asp?index=100765
ATLANTIC,https://wikidata.org/wiki/Q84710526,http://www.aberdeenships.com/single.asp?index=100765
ATLAS,https://wikidata.org/wiki/Q29704426,http://www.aberdeenships.com/single.asp?index=132014,http://www.aberdeenships.com/single.asp?index=136739,http://www.aberdeenships.com/single.asp?index=152940
ATLAS,https://wikidata.org/wiki/Q4816766,http://www.aberdeenships.com/single.asp?index=132014,http://www.aberdeenships.com/single.asp?index=136739,http://www.aberdeenships.com/single.asp?index=152940
ATLAS,https://wikidata.org/wiki/Q4816769,http://www.aberdeenships.com/single.asp?index=132014,http://www.aberdeenships.com/single.asp?index=136739,http://www.aberdeenships.com/single.asp?index=152940
ATLAS,https://wikidata.org/wiki/Q52316199,http://www.aberdeenships.com/single.asp?index=132014,http://www.aberdeenships.com/single.asp?index=136739,http://www.aberdeenships.com/single.asp?index=152940
ATLAS,https://wikidata.org/wiki/Q83628475,http://www.aberdeenships.com/single.asp?index=132014,http://www.aberdeenships.com/single.asp?index=136739,http://www.aberdeenships.com/single.asp?index=152940
ATLAS,https://wikidata.org/wiki/Q84252950,http://www.aberdeenships.com/single.asp?index=132014,http://www.aberdeenships.com/single.asp?index=136739,http://www.aberdeenships.com/single.asp?index=152940
ATLAS,https://wikidata.org/wiki/Q84253377,http://www.aberdeenships.com/single.asp?index=132014,http://www.aberdeenships.com/single.asp?index=136739,http://www.aberdeenships.com/single.asp?index=152940
ATLAS,https://wikidata.org/wiki/Q84709989,http://www.aberdeenships.com/single.asp?index=132014,http://www.aberdeenships.com/single.asp?index=136739,http://www.aberdeenships.com/single.asp?index=152940
AURORA,https://wikidata.org/wiki/Q16529963,http://www.aberdeenships.com/single.asp?index=124214
AURORA,https://wikidata.org/wiki/Q24027306,http://www.aberdeenships.com/single.asp?index=124214
AURORA,https://wikidata.org/wiki/Q33036406,http://www.aberdeenships.com/single.asp?index=124214
AURORA,https://wikidata.org/wiki/Q52336955,http://www.aberdeenships.com/single.asp?index=124214
AURORA,https://wikidata.org/wiki/Q52343865,http://www.aberdeenships.com/single.asp?index=124214
AURORA,https://wikidata.org/wiki/Q52351148,http://www.aberdeenships.com/single.asp?index=124214
AURORA,https://wikidata.org/wiki/Q53740637,http://www.aberdeenships.com/single.asp?index=124214
AURORA,https://wikidata.org/wiki/Q84709755,http://www.aberdeenships.com/single.asp?index=124214
AURORA,https://wikidata.org/wiki/Q84727667,http://www.aberdeenships.com/single.asp?index=124214
AUSTRAL,https://wikidata.org/wiki/Q4823375,http://www.aberdeenships.com/single.asp?index=99556
AUSTRAL,https://wikidata.org/wiki/Q83650221,http://www.aberdeenships.com/single.asp?index=99556
AVONWOOD,https://wikidata.org/wiki/Q84728281,http://www.aberdeenships.com/single.asp?index=101506
AZALEA,https://wikidata.org/wiki/Q84259991,http://www.aberdeenships.com/single.asp?index=101665
BALLARAT,https://wikidata.org/wiki/Q805143,http://www.aberdeenships.com/single.asp?index=99548
BALLARAT,https://wikidata.org/wiki/Q84728099,http://www.aberdeenships.com/single.asp?index=99548
BALMORAL,https://wikidata.org/wiki/Q805481,http://www.aberdeenships.com/single.asp?index=100884
BANGARTH,https://wikidata.org/wiki/Q84710810,http://www.aberdeenships.com/single.asp?index=100658
BARBARA,https://wikidata.org/wiki/Q84710193,http://www.aberdeenships.com/single.asp?index=99939,http://www.aberdeenships.com/single.asp?index=100752
BARBARA ROBB,https://wikidata.org/wiki/Q84728305,http://www.aberdeenships.com/single.asp?index=101450
BEN ASDALE,https://wikidata.org/wiki/Q4885242,http://www.aberdeenships.com/single.asp?index=101234
BEN BREAC,https://wikidata.org/wiki/Q84727927,http://www.aberdeenships.com/single.asp?index=101314
BEN NEVIS,https://wikidata.org/wiki/Q84254798,http://www.aberdeenships.com/single.asp?index=100876
BEN WYVIS,https://wikidata.org/wiki/Q84253974,http://www.aberdeenships.com/single.asp?index=101039
BESS,https://wikidata.org/wiki/Q83640030,http://www.aberdeenships.com/single.asp?index=150277
BETSY,https://wikidata.org/wiki/Q42886787,http://www.aberdeenships.com/single.asp?index=100721,http://www.aberdeenships.com/single.asp?index=100747,http://www.aberdeenships.com/single.asp?index=110965
BONAVISTA,https://wikidata.org/wiki/Q28458009,http://www.aberdeenships.com/single.asp?index=101569
BONAVISTA,https://wikidata.org/wiki/Q89197507,http://www.aberdeenships.com/single.asp?index=101569
BONITA,https://wikidata.org/wiki/Q57559511,http://www.aberdeenships.com/single.asp?index=100086
BONITA,https://wikidata.org/wiki/Q83627929,http://www.aberdeenships.com/single.asp?index=100086
BONITA,https://wikidata.org/wiki/Q84939486,http://www.aberdeenships.com/single.asp?index=100086
BRAEMAR,https://wikidata.org/wiki/Q84728198,http://www.aberdeenships.com/single.asp?index=99082,http://www.aberdeenships.com/single.asp?index=99669,http://www.aberdeenships.com/single.asp?index=100756,http://www.aberdeenships.com/single.asp?index=100871
BRILLIANT,https://wikidata.org/wiki/Q2925557,http://www.aberdeenships.com/single.asp?index=99544,http://www.aberdeenships.com/single.asp?index=99607,http://www.aberdeenships.com/single.asp?index=99928,http://www.aberdeenships.com/single.asp?index=152182
BRILLIANT,https://wikidata.org/wiki/Q81462523,http://www.aberdeenships.com/single.asp?index=99544,http://www.aberdeenships.com/single.asp?index=99607,http://www.aberdeenships.com/single.asp?index=99928,http://www.aberdeenships.com/single.asp?index=152182
BRITANNIA,https://wikidata.org/wiki/Q24027138,http://www.aberdeenships.com/single.asp?index=99926,http://www.aberdeenships.com/single.asp?index=129842,http://www.aberdeenships.com/single.asp?index=182663
BRITANNIA,https://wikidata.org/wiki/Q28136897,http://www.aberdeenships.com/single.asp?index=99926,http://www.aberdeenships.com/single.asp?index=129842,http://www.aberdeenships.com/single.asp?index=182663
BRITANNIA,https://wikidata.org/wiki/Q28136898,http://www.aberdeenships.com/single.asp?index=99926,http://www.aberdeenships.com/single.asp?index=129842,http://www.aberdeenships.com/single.asp?index=182663
BRITANNIA,https://wikidata.org/wiki/Q28457872,http://www.aberdeenships.com/single.asp?index=99926,http://www.aberdeenships.com/single.asp?index=129842,http://www.aberdeenships.com/single.asp?index=182663
BRITANNIA,https://wikidata.org/wiki/Q30601435,http://www.aberdeenships.com/single.asp?index=99926,http://www.aberdeenships.com/single.asp?index=129842,http://www.aberdeenships.com/single.asp?index=182663
BRITANNIA,https://wikidata.org/wiki/Q4801940,http://www.aberdeenships.com/single.asp?index=99926,http://www.aberdeenships.com/single.asp?index=129842,http://www.aberdeenships.com/single.asp?index=182663
BRITANNIA,https://wikidata.org/wiki/Q4969270,http://www.aberdeenships.com/single.asp?index=99926,http://www.aberdeenships.com/single.asp?index=129842,http://www.aberdeenships.com/single.asp?index=182663
CALDARE,https://wikidata.org/wiki/Q84711658,http://www.aberdeenships.com/single.asp?index=99091
CALEDONIA,https://wikidata.org/wiki/Q12305045,http://www.aberdeenships.com/single.asp?index=101006,http://www.aberdeenships.com/single.asp?index=101119
CALEDONIA,https://wikidata.org/wiki/Q20642173,http://www.aberdeenships.com/single.asp?index=101006,http://www.aberdeenships.com/single.asp?index=101119
CALEDONIA,https://wikidata.org/wiki/Q5019368,http://www.aberdeenships.com/single.asp?index=101006,http://www.aberdeenships.com/single.asp?index=101119
CALEDONIAN,https://wikidata.org/wiki/Q42886778,http://www.aberdeenships.com/single.asp?index=99962
CALEDONIAN,https://wikidata.org/wiki/Q42896523,http://www.aberdeenships.com/single.asp?index=99962
CALYPSO,https://wikidata.org/wiki/Q52375214,http://www.aberdeenships.com/single.asp?index=99685,http://www.aberdeenships.com/single.asp?index=100204
CALYPSO,https://wikidata.org/wiki/Q83631117,http://www.aberdeenships.com/single.asp?index=99685,http://www.aberdeenships.com/single.asp?index=100204
CALYPSO,https://wikidata.org/wiki/Q84709613,http://www.aberdeenships.com/single.asp?index=99685,http://www.aberdeenships.com/single.asp?index=100204
CAMBRIA,https://wikidata.org/wiki/Q24027147,http://www.aberdeenships.com/single.asp?index=152200
CASTLE FORBES,https://wikidata.org/wiki/Q20870314,http://www.aberdeenships.com/single.asp?index=110967
CATHERINE,https://wikidata.org/wiki/Q24027053,http://www.aberdeenships.com/single.asp?index=99504,http://www.aberdeenships.com/single.asp?index=100001,http://www.aberdeenships.com/single.asp?index=113490
CATHERINE,https://wikidata.org/wiki/Q24027336,http://www.aberdeenships.com/single.asp?index=99504,http://www.aberdeenships.com/single.asp?index=100001,http://www.aberdeenships.com/single.asp?index=113490
CATHERINE,https://wikidata.org/wiki/Q24027396,http://www.aberdeenships.com/single.asp?index=99504,http://www.aberdeenships.com/single.asp?index=100001,http://www.aberdeenships.com/single.asp?index=113490
CATHERINE,https://wikidata.org/wiki/Q5052510,http://www.aberdeenships.com/single.asp?index=99504,http://www.aberdeenships.com/single.asp?index=100001,http://www.aberdeenships.com/single.asp?index=113490
CATHERINE,https://wikidata.org/wiki/Q86723245,http://www.aberdeenships.com/single.asp?index=99504,http://www.aberdeenships.com/single.asp?index=100001,http://www.aberdeenships.com/single.asp?index=113490
CENTAUR,https://wikidata.org/wiki/Q5058998,http://www.aberdeenships.com/single.asp?index=118535
CENTURY,https://wikidata.org/wiki/Q84710595,http://www.aberdeenships.com/single.asp?index=101571
